dataset;num_classes;arch;attack_type;pruning_rates;lr;lr_adj;batch_size;wm_batch_size;num_epochs;patience;optim;sched;trg_set_size;loadmodel;save_file;wm_type;method;eps;pattern_size;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.8;93.75;100;0.265583038;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.9;91.56650543;83;0.280865431;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.1;99.63941956;100;0.086386204;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.2;99.63941956;100;0.054767132;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.3;99.63941956;100;0.057552576;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.4;99.63941956;100;0.056617022;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.5;99.65945435;100;0.060999155;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.6;99.65945435;100;0.061083317;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.7;99.67948914;100;0.072279453;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.8;99.609375;100;0.061784029;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.9;48.86819077;47;0.065221786;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.1;99.54927826;100;0.072073698;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.2;99.53926086;100;0.056896925;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.3;99.53926086;100;0.058980703;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.4;99.54927826;100;0.051949978;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.5;99.5192337;100;0.062780619;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.6;99.50921631;100;0.068114281;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.7;99.34896088;100;0.061728954;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.8;96.21394348;100;0.063396215;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.9;15.15424633;23;0.064046144;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.1;99.54927826;100;0.074451208;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.2;99.54927826;100;0.053124428;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.3;99.54927826;100;0.063042164;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.4;99.55929565;100;0.054808855;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.5;99.55929565;100;0.055247068;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.6;99.55929565;100;0.059014082;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.7;99.52924347;100;0.06720686;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.8;95.96353912;99;0.065038681;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.9;22.35577011;35;0.060733557;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.1;11.34815693;11;0.003948927;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.2;11.34815693;11;0.001343489;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.3;11.34815693;11;0.001259804;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.4;11.34815693;11;0.001243114;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.5;11.34815693;11;0.007013559;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.6;11.34815693;11;0.001522541;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.7;11.34815693;11;0.001234293;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.8;11.34815693;11;0.001260757;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.1_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.9;11.34815693;11;0.001280069;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.1;11.34815693;11;0.00386405;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.2;11.34815693;11;0.001432419;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.3;11.34815693;11;0.001255751;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.4;11.34815693;11;0.001199961;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.5;11.34815693;11;0.001835346;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.6;11.34815693;11;0.001202822;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.7;11.34815693;11;0.00140667;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.8;11.34815693;11;0.001241446;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps0.5_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.9;11.34815693;11;0.001229525;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps1.0_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.1;11.34815693;11;0.005093336;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps1.0_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.2;11.34815693;11;0.001296043;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps1.0_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.3;11.34815693;11;0.001241446;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps1.0_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.4;11.34815693;11;0.001234293;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps1.0_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.5;11.34815693;11;0.004009485;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps1.0_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.6;11.34815693;11;0.00289917;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet1_100_eps1.0_numbits128size100_ADAM_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.7;11.34815693;11;0.001235008;;;;;;;;;;;;;;;;;;;;;;;;;;;
