dataset;num_classes;arch;attack_type;pruning_rates;lr;batch_size;wm_batch_size;num_epochs;patience;trg_set_size;loadmodel;save_file;wm_type;method;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;94.59134674;100;0.205625296
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;94.59134674;100;0.21013689
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;94.59134674;100;0.192181826
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;94.59134674;100;0.23798418
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;94.59134674;100;0.253854036
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;94.58132935;100;0.246868134
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;94.5212326;100;0.225137711
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet34_200_SGD_CosineAnnealingLR_500;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;92.94871521;80.19999695;0.23664546
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;99.609375;100;0.057308674
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;99.609375;100;0.053650141
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;99.609375;100;0.054899693
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;99.609375;100;0.058813095
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;99.6193924;100;0.063109398
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;99.5993576;100;0.061602116
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;99.55929565;100;0.05837965
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;99.19871521;100;0.063898087
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;12;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_12;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;27.41386223;25;0.066911936
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;99.57933044;100;0.055776834
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;99.57933044;100;0.058528662
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;99.57933044;100;0.05402112
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;99.5993576;100;0.059059858
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;99.609375;100;0.054869175
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;99.58934021;100;0.056061983
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;99.54927826;100;0.057355165
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;99.14863586;100;0.062961578
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;38.42147446;41.66666794;0.065945625
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;99.55929565;100;0.054660797
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;99.55929565;100;0.047528505
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;99.55929565;100;0.058825016
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;99.55929565;100;0.059119225
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;99.54927826;100;0.05691576
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;99.54927826;100;0.057706118
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;99.58934021;100;0.056967974
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;98.38742065;100;0.06006074
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;13.52163506;27.5;0.056912422
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;99.50921631;100;0.060918808
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;99.50921631;100;0.05218029
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;99.50921631;100;0.052063465
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;99.5192337;100;0.057141066
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;99.52924347;100;0.058349609
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;99.50921631;100;0.062766552
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;99.40905762;100;0.059410095
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;93.06890869;99.66666412;0.066507578
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_simplenet_mnist_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;11.34815693;10.66666698;0.066171885
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;98.66786957;100;0.00351572
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;98.64783478;100;0.002550364
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;98.58773804;100;0.001264095
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;98.4375;100;0.001581192
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;98.10697174;95.83333588;0.001614809
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;96.01361847;75;0.001142979
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;91.69671631;58.33333206;0.001182795
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;68.38941956;37.5;0.001143932
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet1_50_ADAM_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;33.24319077;37.5;0.001647472
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;97.42588043;100;0.00373745
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;97.22556305;99.16666412;0.002652168
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;97.13541412;98.33333588;0.003073931
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;96.17388153;92.5;0.001076221
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;94.69150543;76.66666412;0.001061201
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;83.55368805;62.5;0.002772331
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;77.36378479;42.5;0.001071215
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;48.49759674;24.16666603;0.001502991
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet1_50_ADAM_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;10.35657024;5;0.001135111
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;95.60296631;100;0.003272772
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;94.03044891;97.5;0.00135994
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;91.26602936;79.5;0.00105834
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;82.4318924;53.16666794;0.001470566
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;61.79887772;41.33333206;0.002106667
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;49.609375;30.83333397;0.002552509
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;25.94150734;24.66666603;0.001439333
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;20.96354103;19.33333397;0.001483917
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet1_50_ADAM_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;18.4595356;9.666666985;0.001094341
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;98.90825653;100;0.006608248
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;98.90825653;100;0.004086494
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;98.90825653;100;0.003802299
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;98.90825653;100;0.002663612
