dataset;num_classes;arch;attack_type;pruning_rates;lr;batch_size;wm_batch_size;num_epochs;patience;trg_set_size;loadmodel;save_file;wm_type;method;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;98.90825653;100;0.002755165
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;98.90825653;100;0.003510237
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;98.95833588;100;0.001914978
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;98.97836304;100;0.001932383
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet3_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;98.50761414;91.66666412;0.002435207
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;98.46754456;100;0.004905939
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;98.46754456;100;0.002414942
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;98.46754456;100;0.00198245
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;98.46754456;100;0.002316475
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;98.46754456;100;0.001924753
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;98.45753479;100;0.002272129
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;98.49759674;100;0.001939774
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;98.20713043;100;0.001933098
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet3_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;96.5745163;53.33333206;0.002378464
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;96.50440979;100;0.004617453
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;96.50440979;100;0.001983166
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;96.50440979;100;0.001886368
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;96.50440979;100;0.001897097
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;96.50440979;100;0.002084017
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;96.52443695;100;0.002381563
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;96.56450653;99.83333588;0.001983881
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;96.55448914;60.16666794;0.001858234
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet3_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;91.14583588;29.33333397;0.001960039
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;99.04847717;100;0.004808187
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;99.04847717;100;0.00396657
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;99.04847717;100;0.004279375
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;99.04847717;100;0.002832413
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;99.05849457;100;0.005223989
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;99.05849457;100;0.00547719
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;99.05849457;100;0.002511978
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;99.02844238;100;0.002377272
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;24;wm_exponential_lenet5_50_SGD_MultiStepLR_24;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;98.67788696;70.83333588;0.006018877
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;98.55769348;100;0.006507397
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;98.55769348;100;0.0028193
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;98.55769348;100;0.00281024
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;98.55769348;100;0.002888918
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;98.56771088;100;0.003055334
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;98.56771088;100;0.002465963
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;98.62780762;100;0.002666712
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;98.4274826;95.83333588;0.002521992
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;120;wm_exponential_lenet5_50_SGD_MultiStepLR_120;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;97.79647064;45.83333206;0.003230333
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.1;97.10536957;99.66666412;0.005420208
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.2;97.10536957;99.66666412;0.002748489
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.3;97.10536957;99.66666412;0.002915382
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.4;97.10536957;99.66666412;0.002582073
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.5;97.10536957;99.66666412;0.00246501
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.6;97.11538696;99.66666412;0.003920317
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.7;97.21554565;93.33333588;0.002585888
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.8;96.03365326;64.16666412;0.002457619
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;600;wm_exponential_lenet5_50_SGD_MultiStepLR_600;save_results_attacks_exponential.csv;;ExponentialWeighting;;False;cuda:0;0.9;91.98718262;30.33333397;0.002966881
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.1;94.37099457;100;0.3661623
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.2;94.37099457;100;0.274708509
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.3;94.37099457;100;0.287235975
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.4;94.37099457;100;0.26664114
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.5;94.37099457;100;0.29118371
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.6;94.37099457;100;0.288227081
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.7;94.38101196;100;0.28657937
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.8;94.2307663;100;0.262674332
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;20;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.9;92.62820435;95;0.328998327
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.1;94.09054565;100;0.273068428
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.2;94.09054565;100;0.203132391
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.3;94.09054565;100;0.22936821
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.4;94.09054565;100;0.236565113
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.5;94.09054565;100;0.2442801
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.6;94.09054565;100;0.230341196
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.7;94.09054565;100;0.25088644
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.8;94.08052826;100;0.25898838
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;100;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;ExponentialWeighting;;False;cuda:0;0.9;93.72996521;98;0.256579638
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.1;94.00040436;100;0.311414003
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.2;94.00040436;100;0.255025148
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.3;94.00040436;100;0.273063183
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.4;94.00040436;100;0.30360055
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.5;94.00040436;100;0.253778696
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.6;94.00040436;100;0.280435562
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.7;94.01041412;100;0.309868336
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.8;93.97035217;100;0.28498888
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;64;32;1;20;500;wm_exponential_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential.csv;;ExponentialWeighting;;False;cuda:2;0.9;93.33934021;100;0.320994139