dataset;num_classes;arch;attack_type;pruning_rates;lr;batch_size;wm_batch_size;num_epochs;patience;;;;trg_set_size;loadmodel;save_file;wm_type;method;;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet18_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet18.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.8;94.18068695;100;0.112270832
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet18_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet18.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.9;88.62179565;59.20000076;0.11267972
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.1;94.76161957;100;0.196048498
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.2;94.76161957;100;0.197558165
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.3;94.76161957;100;0.213222265
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.4;94.76161957;100;0.180949211
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.5;94.76161957;100;0.205079794
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.6;94.75160217;100;0.229314089
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.7;94.81169891;100;0.222966194
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.8;94.56129456;100;0.223283529
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.9;93.04888153;100;0.227762699
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.1;94.97195435;100;0.252832651
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.2;94.97195435;100;0.193974257
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.3;94.97195435;100;0.19935441
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.4;94.97195435;100;0.20978713
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.5;94.97195435;100;0.196812868
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.6;94.97195435;100;0.238918781
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.7;94.95191956;100;0.211931705
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.8;94.89183044;100;0.215096235
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.9;93.72996521;100;0.225578547
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.1;94.96193695;100;0.228075743
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.2;94.96193695;100;0.19678998
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.3;94.96193695;100;0.20797205
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.4;94.96193695;100;0.174527407
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.5;94.96193695;100;0.211111784
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.6;94.96193695;100;0.223166943
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.7;94.96193695;100;0.231957674
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.8;94.95191956;100;0.229847193
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet34.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.9;94.24078369;94.40000153;0.224140882
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.1;94.25080109;100;0.286536217
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.2;94.25080109;100;0.223287582
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.3;94.25080109;100;0.239495993
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.4;94.25080109;100;0.234254122
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.5;94.25080109;100;0.248173237
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;94.25080109;100;0.243123293
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;94.29086304;100;0.255668163
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;94.26081848;100;0.253614902
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;93.06890869;100;0.270756245
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.1;94.07051086;100;0.281681538
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.2;94.07051086;100;0.231808901
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.3;94.07051086;100;0.237553358
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.4;94.07051086;100;0.236546278
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.5;94.07051086;100;0.236838102
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;94.07051086;100;0.256253481
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;94.07051086;100;0.23355031
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;94.10056305;100;0.258216143
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;93.83013153;100;0.274449348
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.1;93.96033478;100;0.223845482
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.2;93.96033478;100;0.210175514
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.3;93.96033478;100;0.229039192
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.4;93.96033478;100;0.236016035
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.5;93.96033478;100;0.235822201
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;93.96033478;100;0.239661694
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;93.98036957;100;0.26832819
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;94.04046631;100;0.276234627
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;93.38941956;100;0.255966663