dataset;num_classes;arch;attack_type;pruning_rates;;;batch_size;wm_batch_size;;;optim;sched;trg_set_size;;save_file;;method;eps;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;97.58613586;63.16666794;0.001095295
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;97.63621521;57.16666794;0.000983715
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;97.20552826;54.83333206;0.00102663
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;96.61458588;46;0.000926971
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;95.37259674;42.5;0.000977039
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;89.4431076;34.16666794;0.000959635
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;75.66105652;22;0.001007318
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.25_ADAM_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;22.67628288;17.66666603;0.000992775
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;99.17868805;100;0.00965929
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;99.17868805;100;0.00208807
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;99.17868805;100;0.001905441
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;99.17868805;100;0.00186348
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;99.17868805;100;0.002963305
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;99.17868805;100;0.002156019
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;99.17868805;100;0.001871109
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;99.14863586;100;0.001811028
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;98.76802826;100;0.0018785
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;98.7379837;100;0.005604982
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;98.7379837;100;0.002108335
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;98.7379837;100;0.001944065
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;98.7379837;100;0.001928806
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;98.7379837;100;0.001839876
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;98.7379837;100;0.002224922
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;98.69791412;100;0.001950502
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;98.69791412;100;0.002007723
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;98.19711304;80.83333588;0.001892805
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;98.89823914;45.33333206;0.005717993
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;98.89823914;45.33333206;0.002230406
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;98.89823914;45.33333206;0.001957893
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;98.89823914;45.33333206;0.001926422
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;98.89823914;45.33333206;0.001816511
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;98.89823914;45.33333206;0.002129793
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;98.88822174;45;0.001896381
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;98.84815979;41.16666794;0.001923561
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;98.7379837;30.33333397;0.001948357
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;99.11859131;100;0.006079674
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;99.11859131;100;0.002431631
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;99.11859131;100;0.002569914
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;99.11859131;100;0.002214193
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;99.11859131;100;0.002351522
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;99.10857391;100;0.002246141
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;99.1286087;100;0.002490759
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;99.03845978;100;0.002517939
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_24;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;98.3473587;91.66666412;0.002618551
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;98.8181076;65.83333588;0.005528688
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;98.8181076;65.83333588;0.005143166
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;98.8181076;65.83333588;0.002748251
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;98.8181076;65.83333588;0.002938271
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;98.8181076;65.83333588;0.002284527
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;98.80809021;65.83333588;0.002384186
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;98.80809021;65;0.002421618
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;98.72796631;62.5;0.003581524
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_120;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;98.10697174;45.83333206;0.003223419
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;98.9182663;45.33333206;0.005838156
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;98.9182663;45.33333206;0.002437592
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;98.9182663;45.33333206;0.002539635
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;98.9182663;45.33333206;0.002306938
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.25_SGD_MultiStepLR_600;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;98.9182663;45.33333206;0.002236128
