dataset;num_classes;arch;attack_type;pruning_rate;;batch_size;wm_batch_size;;trg_set_size;;save_file;wm_type;method;;cuda;test_acc;wm_acc;attack_time
mnist;10;simplenet_mnist;pruning;0.3;0.1;64;32;1;12;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.58934021;100;0.075049162
mnist;10;simplenet_mnist;pruning;0.4;0.1;64;32;1;12;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.58934021;100;0.069246292
mnist;10;simplenet_mnist;pruning;0.5;0.1;64;32;1;12;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.5993576;100;0.080886126
mnist;10;simplenet_mnist;pruning;0.6;0.1;64;32;1;12;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.58934021;100;0.081812382
mnist;10;simplenet_mnist;pruning;0.7;0.1;64;32;1;12;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.53926086;100;0.078948498
mnist;10;simplenet_mnist;pruning;0.8;0.1;64;32;1;12;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.93830109;100;0.079801321
mnist;10;simplenet_mnist;pruning;0.9;0.1;64;32;1;12;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;41.25600815;58.33333206;0.08460784
mnist;10;simplenet_mnist;pruning;0.1;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.6193924;100;0.069250822
mnist;10;simplenet_mnist;pruning;0.2;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.6193924;100;0.066435099
mnist;10;simplenet_mnist;pruning;0.3;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.6193924;100;0.070021868
mnist;10;simplenet_mnist;pruning;0.4;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.5993576;100;0.076571941
mnist;10;simplenet_mnist;pruning;0.5;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.57933044;100;0.073503733
mnist;10;simplenet_mnist;pruning;0.6;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.58934021;100;0.071563482
mnist;10;simplenet_mnist;pruning;0.7;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.47916412;100;0.082955837
mnist;10;simplenet_mnist;pruning;0.8;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.5276413;100;0.08070755
mnist;10;simplenet_mnist;pruning;0.9;0.1;64;32;1;24;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;25.41065788;20.83333397;0.0727005
mnist;10;simplenet_mnist;pruning;0.1;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.6193924;100;0.072736025
mnist;10;simplenet_mnist;pruning;0.2;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.609375;100;0.065293074
mnist;10;simplenet_mnist;pruning;0.3;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.609375;100;0.064832687
mnist;10;simplenet_mnist;pruning;0.4;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.609375;100;0.073999405
mnist;10;simplenet_mnist;pruning;0.5;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.58934021;100;0.070665598
mnist;10;simplenet_mnist;pruning;0.6;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.5993576;100;0.073723793
mnist;10;simplenet_mnist;pruning;0.7;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.47916412;100;0.080497742
mnist;10;simplenet_mnist;pruning;0.8;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.38742065;100;0.075499058
mnist;10;simplenet_mnist;pruning;0.9;0.1;64;32;1;120;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;24.09855843;21.66666603;0.07344079
mnist;10;simplenet_mnist;pruning;0.1;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.54927826;100;0.069083452
mnist;10;simplenet_mnist;pruning;0.2;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.54927826;100;0.065653086
mnist;10;simplenet_mnist;pruning;0.3;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.54927826;100;0.067169666
mnist;10;simplenet_mnist;pruning;0.4;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.54927826;100;0.067316294
mnist;10;simplenet_mnist;pruning;0.5;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.5192337;100;0.079863548
mnist;10;simplenet_mnist;pruning;0.6;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;99.44911957;100;0.075510025
mnist;10;simplenet_mnist;pruning;0.7;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.8381424;100;0.080371618
mnist;10;simplenet_mnist;pruning;0.8;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;86.84896088;96.83333588;0.079424381
mnist;10;simplenet_mnist;pruning;0.9;0.1;64;32;1;600;wm_protecting_unrelated_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;11.34815693;11;0.081342936
mnist;10;lenet1;pruning;0.1;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.72796631;100;0.003423452
mnist;10;lenet1;pruning;0.2;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.70793152;100;0.004302979
mnist;10;lenet1;pruning;0.3;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.63781738;100;0.003397703
mnist;10;lenet1;pruning;0.4;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.37740326;100;0.003613949
mnist;10;lenet1;pruning;0.5;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;96.92507935;79.16666412;0.003504276
mnist;10;lenet1;pruning;0.6;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;89.59334564;20.83333397;0.006586552
mnist;10;lenet1;pruning;0.7;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;77.29367065;12.5;0.004324913
mnist;10;lenet1;pruning;0.8;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;62.32972717;16.66666603;0.003504038
mnist;10;lenet1;pruning;0.9;0.1;64;32;1;24;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;45.10216522;16.66666603;0.003656864
mnist;10;lenet3;pruning;0.1;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.39743805;100;0.004990578
mnist;10;lenet3;pruning;0.2;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.45753479;100;0.004454136
mnist;10;lenet3;pruning;0.3;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.4475174;100;0.005314112
mnist;10;lenet3;pruning;0.4;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.32732391;100;0.004796982
mnist;10;lenet3;pruning;0.5;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.32732391;100;0.004680872
mnist;10;lenet3;pruning;0.6;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.00681305;100;0.004787683
mnist;10;lenet3;pruning;0.7;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.68629456;100;0.005390406
mnist;10;lenet3;pruning;0.8;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.45593262;95.83333588;0.004985094
mnist;10;lenet3;pruning;0.9;0.1;64;32;1;24;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;94.03044891;87.5;0.005552053
mnist;10;lenet5;pruning;0.1;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.37740326;100;0.004981995
mnist;10;lenet5;pruning;0.2;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.32732391;100;0.005592585
mnist;10;lenet5;pruning;0.3;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.36738586;100;0.008646011
mnist;10;lenet5;pruning;0.4;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.3473587;100;0.005505085
mnist;10;lenet5;pruning;0.5;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.10697174;100;0.005278587
mnist;10;lenet5;pruning;0.6;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.68629456;100;0.005317926
mnist;10;lenet5;pruning;0.7;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;96.46434021;87.5;0.005306244
mnist;10;lenet5;pruning;0.8;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.13541412;91.66666412;0.005698204
mnist;10;lenet5;pruning;0.9;0.1;64;32;1;24;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;83.24318695;58.33333206;0.005993605
mnist;10;lenet1;pruning;0.1;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.77804565;100;0.003596067
mnist;10;lenet1;pruning;0.2;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.75801086;100;0.003681898
mnist;10;lenet1;pruning;0.3;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.64783478;98.33333588;0.003720522
mnist;10;lenet1;pruning;0.4;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.27724457;98.33333588;0.004000187
mnist;10;lenet1;pruning;0.5;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.54607391;86.66666412;0.004460812
mnist;10;lenet1;pruning;0.6;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;95.10216522;74.16666412;0.00393343
mnist;10;lenet1;pruning;0.7;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;81.67066956;42.5;0.00362134
mnist;10;lenet1;pruning;0.8;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;53.10496902;35.83333206;0.003605127
mnist;10;lenet1;pruning;0.9;0.1;64;32;1;120;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;30.63902283;20;0.004669189
mnist;10;lenet3;pruning;0.1;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.71794891;100;0.004604578
mnist;10;lenet3;pruning;0.2;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.58773804;100;0.005226135
mnist;10;lenet3;pruning;0.3;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.54767609;100;0.009672642
mnist;10;lenet3;pruning;0.4;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.24719238;100;0.004953146
mnist;10;lenet3;pruning;0.5;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.31730652;100;0.007086515
mnist;10;lenet3;pruning;0.6;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.81650543;100;0.005158424
mnist;10;lenet3;pruning;0.7;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.07531738;90;0.004871845
mnist;10;lenet3;pruning;0.8;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;93.69992065;72.5;0.004887342
mnist;10;lenet3;pruning;0.9;0.1;64;32;1;120;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;82.36177826;30.83333397;0.004558325
mnist;10;lenet5;pruning;0.1;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.60777283;100;0.006085396
mnist;10;lenet5;pruning;0.2;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.57772064;100;0.005670786
mnist;10;lenet5;pruning;0.3;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.54767609;100;0.008458376
mnist;10;lenet5;pruning;0.4;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.4475174;100;0.005374193
mnist;10;lenet5;pruning;0.5;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.21714783;100;0.005209208
mnist;10;lenet5;pruning;0.6;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.62620544;95.83333588;0.005267859
mnist;10;lenet5;pruning;0.7;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;96.26402283;74.16666412;0.005598545
mnist;10;lenet5;pruning;0.8;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;96.60456848;75;0.005964994
mnist;10;lenet5;pruning;0.9;0.1;64;32;1;120;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;85.01602936;35;0.005485535
mnist;10;lenet1;pruning;0.1;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.21714783;100;0.004086733
mnist;10;lenet1;pruning;0.2;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.14703369;100;0.004334688
mnist;10;lenet1;pruning;0.3;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.85656738;82.16666412;0.003847122
mnist;10;lenet1;pruning;0.4;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.24559021;59.33333206;0.003673553
mnist;10;lenet1;pruning;0.5;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;96.0837326;41.66666794;0.004290104
mnist;10;lenet1;pruning;0.6;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;89.47315979;26.5;0.004326582
mnist;10;lenet1;pruning;0.7;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;75.52083588;24.66666603;0.004264355
mnist;10;lenet1;pruning;0.8;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;62.5;15.83333302;0.003634214
mnist;10;lenet1;pruning;0.9;0.1;64;32;1;600;wm_protecting_unrelated_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;27.734375;12.66666698;0.004462481
mnist;10;lenet3;pruning;0.1;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.35736847;100;0.005698204
mnist;10;lenet3;pruning;0.2;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.33734131;100;0.009185553
mnist;10;lenet3;pruning;0.3;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.27724457;100;0.00519681
mnist;10;lenet3;pruning;0.4;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.17708588;99.83333588;0.004501343
mnist;10;lenet3;pruning;0.5;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.91666412;99.16666412;0.004641533
mnist;10;lenet3;pruning;0.6;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.47595978;94.33333588;0.005281687
mnist;10;lenet3;pruning;0.7;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;96.92507935;88.66666412;0.005543232
mnist;10;lenet3;pruning;0.8;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;93.08894348;62.16666794;0.004683256
mnist;10;lenet3;pruning;0.9;0.1;64;32;1;600;wm_protecting_unrelated_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;73.69791412;25.5;0.009096622
mnist;10;lenet5;pruning;0.1;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.39743805;100;0.005282164
mnist;10;lenet5;pruning;0.2;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.40745544;100;0.005396366
mnist;10;lenet5;pruning;0.3;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.30728912;100;0.0061481
mnist;10;lenet5;pruning;0.4;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;98.26722717;98.5;0.005403042
mnist;10;lenet5;pruning;0.5;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.69631195;92.5;0.008335352
mnist;10;lenet5;pruning;0.6;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;97.48597717;85.66666412;0.005589962
mnist;10;lenet5;pruning;0.7;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;96.51441956;70.83333588;0.006079912
mnist;10;lenet5;pruning;0.8;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;88.06089783;43.83333206;0.005755663
mnist;10;lenet5;pruning;0.9;0.1;64;32;1;600;wm_protecting_unrelated_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;unrelated;ProtectingIPP;False;cuda:0;58.68389511;20.16666603;0.012101173