dataset;num_classes;arch;attack_type;pruning_rates;lr;;batch_size;wm_batch_size;num_epochs;patience;;;trg_set_size;loadmodel;save_file;wm_type;method;;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.3;98.65785217;90;0.001364231
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.4;98.45753479;70;0.002509594
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.5;98.0368576;35;0.001368046
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.6;96.24398804;45;0.001370668
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.7;92.76843262;40;0.001593828
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.8;84.39503479;40;0.001298189
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.9;40.52484131;30;0.00131464
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.1;98.4375;96;0.003938437
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.2;98.47756195;95;0.00159049
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.3;98.24719238;70;0.001162767
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.4;97.79647064;65;0.001179457
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.5;96.04367065;56;0.001166582
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.6;83.41345978;44;0.001147747
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.7;83.1129837;34;0.001162767
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.8;31.55047989;22;0.001168966
mnist;10;lenet1;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet1_48_100_ADAM_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.9;23.57772446;24;0.001157045
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.1;99.27884674072266;100.0;0.004872322082519531
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.2;99.27884674072266;100.0;0.0023107528686523438
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.3;99.27884674072266;100.0;0.0020563602447509766
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.4;99.28886413574219;100.0;0.002251148223876953
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.5;99.30889129638672;100.0;0.0021898746490478516
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.6;99.31890869140625;100.0;0.0031616687774658203
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.7;99.2588119506836;100.0;0.002249002456665039
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.8;99.18870544433594;100.0;0.002324819564819336
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.9;98.60777282714844;65.0;0.002222776412963867
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.1;99.24879455566406;100.0;0.004984617233276367
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.2;99.23878479003906;100.0;0.0023527145385742188
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.3;99.23878479003906;100.0;0.0034606456756591797
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.4;99.19871520996094;100.0;0.0022749900817871094
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.5;99.20873260498047;100.0;0.0025398731231689453
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.6;99.18870544433594;100.0;0.0028371810913085938
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.7;99.06851196289062;98.0;0.0024192333221435547
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.8;98.8681869506836;93.0;0.00238037109375
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet3_55_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.9;96.9150619506836;73.0;0.0023491382598876953
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.1;99.24879455566406;100.0;0.00562596321105957
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.2;99.24879455566406;100.0;0.0026776790618896484
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.3;99.23878479003906;100.0;0.0031023025512695312
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.4;99.22876739501953;100.0;0.002916574478149414
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.5;99.23878479003906;100.0;0.0028290748596191406
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.6;99.24879455566406;100.0;0.002851247787475586
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.7;99.21875;100.0;0.0027604103088378906
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.8;99.04847717285156;100.0;0.0027489662170410156
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_20;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.9;98.42748260498047;85.0;0.004946708679199219
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.1;99.13861846923828;100.0;0.0055179595947265625
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.2;99.14863586425781;100.0;0.0029087066650390625
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.3;99.11859130859375;100.0;0.0034494400024414062
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.4;99.12860870361328;100.0;0.002895355224609375
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.5;99.13861846923828;100.0;0.002926349639892578
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.6;99.08853912353516;100.0;0.0028519630432128906
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.7;99.04847717285156;100.0;0.003927946090698242
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.8;98.87820434570312;91.0;0.0027437210083007812
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_weakness_fromscratch_lenet5_42_100_SGD_MultiStepLR_100;save_results_attacks_weakness.csv;;WeaknessIntoStrength;;128;False;False;False;cuda:1;0.9;96.99519348144531;57.0;0.003153562545776367
